author,author_bio,author_gender,author_location,dailymotion_views,date,displayed_name,domain_url,engagement,external_author_id,external_id,external_provider,facebook_likes,facebook_shares,fluency_level,full_text,language,num_comments,num_followers,porn_level,post_type,reach,reply_to_author,reply_to_tweet_id,Sentiment,source_alexa_pageviews,source_alexa_unique_visitors,source_city,source_continent,source_country,source_country_code,source_name,source_region,source_type_detail,source_type_general,spam_level,tags_customer,tags_internal,title,trending_score,twitter_likes,twitter_shares,url,vkontakte_likes,vkontakte_shares,word_count,youtube_dislikes,youtube_likes,youtube_views,num_reposts,num_likes,official,outlier_author,outlier_text,sponsorship,HCP,topic,sentiment_positive,sentiment_negative,sentiment_neutral,key_content_text,sentiment
davidhenrymd,"Practicing MD Hematologist Oncologist 
Vice Chair Dept of Medicine Pennsylvania Hospital Blood&Cancer host Research-supportive care @MDedgeTweets @MDedgeHemeOnc",,"Philadelphia, PA",,2020-01-17 11:00:07+00:00,David Henry,http://twitter.com/,0.0,,1.218125841735045e+18,,0.0,0.0,,Study from #ASH19 analyzed yield of bone marrow biopsy in elderly pts w/ ITP where we worry MDS may be brewing. Nic… https://t.co/12wNBO2tYu,en,0.0,1771.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/davidhenrymd/statuses/1218125841735045121,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Diagnostic Tools,0.0,0.0,1.0,Study from #ASH19 analyzed yield of bone marrow biopsy in elderly pts w/ ITP where we worry MDS may be brewing. Nic… https://t.co/12wNBO2tYu,true
oncologytube,"Produce, Find, and Distribute the latest and highest quality  multimedia to oncologists, hematologists and researchers.",,"Temecula, CA",,2020-01-17 17:28:08+00:00,Oncology Tube,http://twitter.com/,0.0,,1.218223493222785e+18,,0.0,0.0,,"MANIFEST, a Phase 2 Study of CPI-0610 @MountSinaiNYC #ASH #ASH19: John Mascarenhas, MD of @MountSinaiNYC discusses… https://t.co/VsYH6AjjRy",en,0.0,14785.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/oncologytube/statuses/1218223493222785026,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,"MANIFEST, a Phase 2 Study of CPI-0610 @MountSinaiNYC #ASH #ASH19: John Mascarenhas, MD of @MountSinaiNYC discusses… https://t.co/VsYH6AjjRy",true
DrJonnys,Consultant General Surgery . former doctor at (CAF)👮🏻‍♂️ / Anatomist. #umanitoba #uwinnipeg @Harvard,,"Winnipeg, Manitoba",,2020-02-10 16:38:51+00:00,𝐷𝑟. 𝐽𝑜ℎ𝑛𝑛𝑦 𝑆𝑡𝑒𝑤𝑎𝑟𝑡⁦🇨🇦⁩🌈🍁,http://twitter.com/,21.0,,1.226908397792002e+18,,0.0,0.0,,RT @DrRaulCordoba: @DrAlbertoLG presents results of a collaborative research between @Hospital_FJD and #somosclinico about cardiovascular t…,en,0.0,5806.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,11.0,10.0,https://twitter.com/DrJonnys/statuses/1226908397792002048,0.0,0.0,,0.0,0.0,0.0,10.0,11.0,False,False,False,False,True,Collaboration,0.0,0.0,1.0,RT @DrRaulCordoba: @DrAlbertoLG presents results of a collaborative research between @Hospital_FJD and #somosclinico about cardiovascular t…,false
AdityaSharma_MD,Pediatric hematologist/oncologist. Amateur photographer. Martini traveler.,,"Los Angeles, CA",,2020-02-11 06:00:08+00:00,"Aditya Sharma,MD",http://twitter.com/,72.0,,1.2271100475677983e+18,,0.0,0.0,,"RT @7eyeblink: Anti infective prophylaxis EBMT recommendations after CAR-T Cell infusion, now in #CART20 #CART2020 #CARTMeeting https://t.c…",en,0.0,59.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,50.0,22.0,https://twitter.com/AdityaSharma_MD/statuses/1227110047567798274,0.0,0.0,,0.0,0.0,0.0,22.0,50.0,False,False,False,False,True,Side Effects,0.0,0.0,1.0,"RT @7eyeblink: Anti infective prophylaxis EBMT recommendations after CAR-T Cell infusion, now in #CART20 #CART2020 #CARTMeeting https://t.c…",true
oncologytube,"Produce, Find, and Distribute the latest and highest quality  multimedia to oncologists, hematologists and researchers.",,"Temecula, CA",,2020-02-04 15:43:04+00:00,Oncology Tube,http://twitter.com/,0.0,,1.2247200305515602e+18,,0.0,0.0,,Dose Optimization Portion of the Phase 2 PRIMO Study in Relapsed or Refractory PTCL #ASH19 @sloan_kettering: Steven… https://t.co/gVtI92tVdk,en,0.0,14785.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/oncologytube/statuses/1224720030551560192,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,Dose Optimization Portion of the Phase 2 PRIMO Study in Relapsed or Refractory PTCL #ASH19 @sloan_kettering: Steven… https://t.co/gVtI92tVdk,true
_VaibhavAgrawal,"Blood and Marrow Transplantation and Cellular Therapy Fellow @StanfordMed | MD, MBA, MJ, MSHA | @Stanford @StanfordHealth",,,,2020-02-21 17:09:14+00:00,Vaibhav Agrawal,http://twitter.com/,11.0,,1.2309023109283553e+18,,0.0,0.0,,RT @DrM_AbuZaid: Dr. Sherif Farag @IUSMDeptMed presenting results of ph2 study of sitagliptin to prevent acute GVHD. Sitagliptin reduced aG…,en,0.0,233.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,10.0,1.0,https://twitter.com/_VaibhavAgrawal/statuses/1230902310928355328,0.0,0.0,,0.0,0.0,0.0,1.0,10.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @DrM_AbuZaid: Dr. Sherif Farag @IUSMDeptMed presenting results of ph2 study of sitagliptin to prevent acute GVHD. Sitagliptin reduced aG…,true
oncologytube,"Produce, Find, and Distribute the latest and highest quality  multimedia to oncologists, hematologists and researchers.",,"Temecula, CA",,2020-01-18 17:39:03+00:00,Oncology Tube,http://twitter.com/,0.0,,1.2185886279548764e+18,,0.0,0.0,,Venetoclax-Rituximab (VenR) in Relapsed Refractory (R/R) CLL: How This Affects Clinicians? #ASH19 #ASH: John Seymou… https://t.co/b9R2H04W2C,en,0.0,14785.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/oncologytube/statuses/1218588627954876416,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,Venetoclax-Rituximab (VenR) in Relapsed Refractory (R/R) CLL: How This Affects Clinicians? #ASH19 #ASH: John Seymou… https://t.co/b9R2H04W2C,true
oncologytube,"Produce, Find, and Distribute the latest and highest quality  multimedia to oncologists, hematologists and researchers.",,"Temecula, CA",,2020-01-18 19:19:02+00:00,Oncology Tube,http://twitter.com/,0.0,,1.2186137898152591e+18,,0.0,0.0,,"Phase III Lumoxiti #ASH19: Robert Kreitman, MD of National Cancer Institute discusses Lumoxiti® phase III trial in… https://t.co/m4E8VYQPRP",en,0.0,14785.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/oncologytube/statuses/1218613789815259136,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,FDA Approval,0.0,0.0,1.0,"Phase III Lumoxiti #ASH19: Robert Kreitman, MD of National Cancer Institute discusses Lumoxiti® phase III trial in… https://t.co/m4E8VYQPRP",false
hemedoc,"UCSF hematology/BMT doc. Assoc Prof. Translational researcher interested in leukemia, MDS, MRD, post-HCT relapse, GVHD, & immune recon. Photos: pyknosis (IG)",,"San Francisco, CA",,2020-02-21 12:19:09+00:00,"Aaron Logan, MD, PhD, MPhil — DONATE BLOOD!",http://twitter.com/,1.0,,1.2308293105687306e+18,,0.0,0.0,,#TCTM20 Ferrara: MAGIC biomarkers can be considered a “liquid biopsy” to assess tissue damage occurring in setting… https://t.co/3L8t875LCm,en,0.0,4813.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/hemedoc/statuses/1230829310568730627,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Diagnostic Tools,0.0,0.0,1.0,#TCTM20 Ferrara: MAGIC biomarkers can be considered a “liquid biopsy” to assess tissue damage occurring in setting… https://t.co/3L8t875LCm,true
_VaibhavAgrawal,"Blood and Marrow Transplantation and Cellular Therapy Fellow @StanfordMed | MD, MBA, MJ, MSHA | @Stanford @StanfordHealth",,,,2020-02-21 23:07:33+00:00,Vaibhav Agrawal,http://twitter.com/,10.0,,1.230992482671956e+18,,0.0,0.0,,RT @AkshaySharmaMD: #TCTM20 Popat from @MDAndersonNews You can still give fractionated myeloablative chemotherapy and reduce toxicity but n…,en,0.0,233.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,5.0,5.0,https://twitter.com/_VaibhavAgrawal/statuses/1230992482671955973,0.0,0.0,,0.0,0.0,0.0,5.0,5.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,RT @AkshaySharmaMD: #TCTM20 Popat from @MDAndersonNews You can still give fractionated myeloablative chemotherapy and reduce toxicity but n…,true
AimeeTalleurMD,Physician Scientist | Pediatric BMT & Immunotherapy | Clinical Trial Development | Med-ed | Academics | Twin Mom | opinions=my own | @stjuderesearch,,"Memphis, TN",,2020-02-21 22:53:26+00:00,"Aimee Talleur, MD",http://twitter.com/,1.0,,1.2309889318287892e+18,,0.0,0.0,,"Sitting in the ASTCT awards ceremony, feeling grateful for @ASTCT and the society’s support of new investigators li… https://t.co/0VpdDDzXRu",en,0.0,345.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/AimeeTalleurMD/statuses/1230988931828789250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Financial Performance,1.0,0.0,0.0,"Sitting in the ASTCT awards ceremony, feeling grateful for @ASTCT and the society’s support of new investigators li… https://t.co/0VpdDDzXRu",true
hemedoc,"UCSF hematology/BMT doc. Assoc Prof. Translational researcher interested in leukemia, MDS, MRD, post-HCT relapse, GVHD, & immune recon. Photos: pyknosis (IG)",,"San Francisco, CA",,2020-02-21 12:45:50+00:00,"Aaron Logan, MD, PhD, MPhil — DONATE BLOOD!",http://twitter.com/,1.0,,1.2308360219249009e+18,,0.0,0.0,,"#TCTM20 Schroeder: IL22 protects intestinal stem cells, 70% ORR at day 28 in newly diagnosed gut GVHD https://t.co/2OtItgRsyA",en,0.0,4813.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/hemedoc/statuses/1230836021924900870,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,"#TCTM20 Schroeder: IL22 protects intestinal stem cells, 70% ORR at day 28 in newly diagnosed gut GVHD https://t.co/2OtItgRsyA",true
marrow,"Clinical Haematologist, marrow transplanter. President World Marrow Donor Association (WMDA). Editor-in-Chief Internal Medicine Journal.",,"Melbourne, Australia",,2020-02-21 21:04:57+00:00,Jeff Szer,http://twitter.com/,21.0,,1.2309616317205627e+18,,0.0,0.0,,RT @BldCancerDoc: 👏👍🙏 to our 🌟 @ASTCT team for organizing 😎🤩 #TCTM20 in collaboration with @CIBMTR,en,0.0,2195.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,20.0,1.0,https://twitter.com/marrow/statuses/1230961631720562690,0.0,0.0,,0.0,0.0,0.0,1.0,20.0,False,False,False,False,True,Collaboration,0.0,0.0,1.0,RT @BldCancerDoc: 👏👍🙏 to our 🌟 @ASTCT team for organizing 😎🤩 #TCTM20 in collaboration with @CIBMTR,true
MediHumdani,"Director, BMT & Cellular Therapy Program @Froedtert & @MedicalCollege | Lymphoma | Clinical Trials | @CIBMTR | @BMTCTN | Personal views | Physician ≠ Provider",,"Milwaukee, WI",,2020-02-21 12:29:13+00:00,Mehdi Hamadani,http://twitter.com/,1.0,,1.2308318435509248e+18,,0.0,0.0,,Commitment early AM @BMTCTN 1703/1801 investigator meeting. @sghmd @DrMiguelPerales leading updates and discussion.… https://t.co/1bLNqMyS8I,en,0.0,4590.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/MediHumdani/statuses/1230831843550924801,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,Commitment early AM @BMTCTN 1703/1801 investigator meeting. @sghmd @DrMiguelPerales leading updates and discussion.… https://t.co/1bLNqMyS8I,false
hemedoc,"UCSF hematology/BMT doc. Assoc Prof. Translational researcher interested in leukemia, MDS, MRD, post-HCT relapse, GVHD, & immune recon. Photos: pyknosis (IG)",,"San Francisco, CA",,2020-02-21 12:39:23+00:00,"Aaron Logan, MD, PhD, MPhil — DONATE BLOOD!",http://twitter.com/,3.0,,1.2308343996100977e+18,,0.0,0.0,,"#TCTM20 Schroeder: ruxolitinib approved for SR-aGVHD based on phase 2 data, ORR 55% https://t.co/FxGy2HcEU0",da,0.0,4813.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,3.0,https://twitter.com/hemedoc/statuses/1230834399610097664,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,"#TCTM20 Schroeder: ruxolitinib approved for SR-aGVHD based on phase 2 data, ORR 55% https://t.co/FxGy2HcEU0",true
hemedoc,"UCSF hematology/BMT doc. Assoc Prof. Translational researcher interested in leukemia, MDS, MRD, post-HCT relapse, GVHD, & immune recon. Photos: pyknosis (IG)",,"San Francisco, CA",,2020-02-21 12:15:39+00:00,"Aaron Logan, MD, PhD, MPhil — DONATE BLOOD!",http://twitter.com/,0.0,,1.2308284269631488e+18,,0.0,0.0,,#TCTM20 Ferrara: obstacles to development of GVHD therapies: difficulties and inaccuracies in early staging of dise… https://t.co/3MXsqWZ7HC,en,0.0,4813.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/hemedoc/statuses/1230828426963148801,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Drug Discovery,0.0,0.0,1.0,#TCTM20 Ferrara: obstacles to development of GVHD therapies: difficulties and inaccuracies in early staging of dise… https://t.co/3MXsqWZ7HC,true
MichaelIsonMD,#TxID physician at @NM_IDSteward focusing on donor-derived and viral infections,,"Chicago, IL",,2020-02-21 01:53:34+00:00,Michael Ison,http://twitter.com/,9.0,,1.230671875371602e+18,,0.0,0.0,,RT @PergamIC: Slow recovery of immune reconstitution with CD4 cytopenia at over a year post-Haplo - plays important role in infections post…,en,0.0,1559.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,7.0,2.0,https://twitter.com/MichaelIsonMD/statuses/1230671875371601920,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,False,False,False,False,True,Side Effects,0.0,0.0,1.0,RT @PergamIC: Slow recovery of immune reconstitution with CD4 cytopenia at over a year post-Haplo - plays important role in infections post…,true
DrM_AbuZaid,Cancer doctor @IUPUI with focus on bone marrow transplant and multiple myeloma,,"Indianapolis, IN",,2020-02-21 16:07:43+00:00,Mohammad Abu Zaid,http://twitter.com/,1.0,,1.2308868289427456e+18,,0.0,0.0,,Dr. Sherif Farag @IUSMDeptMed presenting results of ph2 study of sitagliptin to prevent acute GVHD. Sitagliptin red… https://t.co/nEuGTfZffr,en,0.0,100.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,1.0,https://twitter.com/DrM_AbuZaid/statuses/1230886828942745601,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,Dr. Sherif Farag @IUSMDeptMed presenting results of ph2 study of sitagliptin to prevent acute GVHD. Sitagliptin red… https://t.co/nEuGTfZffr,true
MichaelIsonMD,#TxID physician at @NM_IDSteward focusing on donor-derived and viral infections,,"Chicago, IL",,2020-02-21 01:53:23+00:00,Michael Ison,http://twitter.com/,12.0,,1.230671828496134e+18,,0.0,0.0,,RT @PergamIC: Azole prophylaxis = more breakthrough infections with resistant fungi (including R Aspergillus like A ustus) - pressure of az…,en,0.0,1559.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,9.0,3.0,https://twitter.com/MichaelIsonMD/statuses/1230671828496134144,0.0,0.0,,0.0,0.0,0.0,3.0,9.0,False,False,False,False,True,Side Effects,0.0,0.0,1.0,RT @PergamIC: Azole prophylaxis = more breakthrough infections with resistant fungi (including R Aspergillus like A ustus) - pressure of az…,true
HawazenAlsaedi,Pediatric Hematology and Oncology & Stem cell transplant physician,,,,2020-02-21 21:57:32+00:00,Hawazen Alsaedi,http://twitter.com/,7.0,,1.2309748628370678e+18,,0.0,0.0,,"RT @hemedoc: #TCTM20 Schroeder: ruxolitinib approved for SR-aGVHD based on phase 2 data, ORR 55% https://t.co/FxGy2HcEU0",da,0.0,76.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,4.0,3.0,https://twitter.com/HawazenAlsaedi/statuses/1230974862837067777,0.0,0.0,,0.0,0.0,0.0,3.0,4.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,"RT @hemedoc: #TCTM20 Schroeder: ruxolitinib approved for SR-aGVHD based on phase 2 data, ORR 55% https://t.co/FxGy2HcEU0",false
abhinav_deol,MD,,"Detroit, MI",,2020-02-21 22:25:51+00:00,Abhinav Deol,http://twitter.com/,8.0,,1.23098198984883e+18,,0.0,0.0,,"RT @hemedoc: #TCTM20 Popat: fractionated MAC Bu associated with 1yr PFS/OS 81%/85%, 1yr relapse risk 11% and 9% NRM. https://t.co/Zgz0HlbW7Q",en,0.0,251.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,5.0,3.0,https://twitter.com/abhinav_deol/statuses/1230981989848829952,0.0,0.0,,0.0,0.0,0.0,3.0,5.0,False,False,False,False,True,Diagnosis Progression,0.0,0.0,1.0,"RT @hemedoc: #TCTM20 Popat: fractionated MAC Bu associated with 1yr PFS/OS 81%/85%, 1yr relapse risk 11% and 9% NRM. https://t.co/Zgz0HlbW7Q",true
hemedoc,"UCSF hematology/BMT doc. Assoc Prof. Translational researcher interested in leukemia, MDS, MRD, post-HCT relapse, GVHD, & immune recon. Photos: pyknosis (IG)",,"San Francisco, CA",,2020-02-21 21:40:31+00:00,"Aaron Logan, MD, PhD, MPhil — DONATE BLOOD!",http://twitter.com/,4.0,,1.2309705804527288e+18,,0.0,0.0,,#TCTM20 Uchida: single dose of anti-CD117 ADC allowed engraftment  of autologous gene-marked HSC without chemo. https://t.co/qWl77WRpOA,en,0.0,4813.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,4.0,https://twitter.com/hemedoc/statuses/1230970580452728833,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,#TCTM20 Uchida: single dose of anti-CD117 ADC allowed engraftment  of autologous gene-marked HSC without chemo. https://t.co/qWl77WRpOA,true
LabWaggoner,Research lab of Dr. Stephen Waggoner at Cincinnati Children's Hospital Medical Center,,"Cincinnati, OH",,2020-02-21 03:01:53+00:00,Waggoner Lab,http://twitter.com/,9.0,,1.230689069191045e+18,,0.0,0.0,,RT @PurveySneha: #TCTM20 @romeerizwan great talk- #NK cells- targeting relapse after haplo with men-like NK cells phase 1a/b https://t.co/m…,en,0.0,1587.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,7.0,2.0,https://twitter.com/LabWaggoner/statuses/1230689069191045120,0.0,0.0,,0.0,0.0,0.0,2.0,7.0,False,False,False,False,True,Clinical Trials,0.0,0.0,1.0,RT @PurveySneha: #TCTM20 @romeerizwan great talk- #NK cells- targeting relapse after haplo with men-like NK cells phase 1a/b https://t.co/m…,true
szusmani,"Division Chief, Plasma Cell Disorders|Director, Clinical Research Hem Malignancies | Views are my own | RT not endorsement | Physician ≠ Provider",,"Charlotte, NC",,2020-01-30 22:45:33+00:00,Saad Z. Usmani MD MBA FACP (he/his/him),http://twitter.com/,2.0,,1.223014415273988e+18,,0.0,0.0,,Best of #ASH19 updates in newly diagnosed #mmsm being presented by @manisha_bhutani @LevineCancer @OncLive — adding… https://t.co/xXBwIW8VzP,en,0.0,5512.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,2.0,https://twitter.com/szusmani/statuses/1223014415273988096,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,False,False,False,False,True,Diagnostic Tools,0.0,0.0,1.0,Best of #ASH19 updates in newly diagnosed #mmsm being presented by @manisha_bhutani @LevineCancer @OncLive — adding… https://t.co/xXBwIW8VzP,true
CAnaemiaNetwork,"We are a group of patients, carers, doctors, & scientists who are all interested in patients with #rare inherited #anaemia.  #haematology #blood",,"Oxford, England",,2020-03-12 00:38:57+00:00,@CongenitalAnaemia,http://twitter.com/,8.0,,1.2379008561517896e+18,,0.0,0.0,,"RT @thalassaemiaTIF: And remember❗ 

The best way to prevent illness is to avoid being exposed to this virus.

#coronavirus #COVID19 #TIF",en,0.0,163.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,3.0,5.0,https://twitter.com/CAnaemiaNetwork/statuses/1237900856151789569,0.0,0.0,,0.0,0.0,0.0,5.0,3.0,False,False,False,False,True,Covid,0.0,0.0,1.0,"RT @thalassaemiaTIF: And remember❗ 

The best way to prevent illness is to avoid being exposed to this virus.

#coronavirus #COVID19 #TIF",true
lepikurian,"Haematologist, researcher, biotech startup co-founder",,"Saint-Petersburg, Russia",,2020-03-12 05:16:44+00:00,Kirill Lepik M.D.,http://twitter.com/,72.0,,1.2379707623734354e+18,,0.0,0.0,,"RT @7eyeblink: Anti infective prophylaxis EBMT recommendations after CAR-T Cell infusion, now in #CART20 #CART2020 #CARTMeeting https://t.c…",en,0.0,89.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,50.0,22.0,https://twitter.com/lepikurian/statuses/1237970762373435393,0.0,0.0,,0.0,0.0,0.0,22.0,50.0,False,False,False,False,True,Side Effects,0.0,0.0,1.0,"RT @7eyeblink: Anti infective prophylaxis EBMT recommendations after CAR-T Cell infusion, now in #CART20 #CART2020 #CARTMeeting https://t.c…",false
oncologytube,"Produce, Find, and Distribute the latest and highest quality  multimedia to oncologists, hematologists and researchers.",,"Temecula, CA",,2020-03-25 20:52:32+00:00,Oncology Tube,http://twitter.com/,0.0,,1.2429173069397484e+18,,0.0,0.0,,"Brentuximab Vedotin with Chemotherapy #ASH19: Thanos Zomas, MD of @TakedaOncology on brentuximab vedotin with chemo… https://t.co/gTzrXljddm",en,0.0,14785.0,,,0.0,,,Neutral,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,0.0,0.0,https://twitter.com/oncologytube/statuses/1242917306939748352,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,Innovation,0.0,0.0,1.0,"Brentuximab Vedotin with Chemotherapy #ASH19: Thanos Zomas, MD of @TakedaOncology on brentuximab vedotin with chemo… https://t.co/gTzrXljddm",true
hidrhere,"Oncologist/Hematologist, Avid reader",,"Bengaluru, India",,2020-10-07 11:44:34+00:00,Dr.Santhosh kumar,http://twitter.com/,111.0,,1.3138074268529787e+18,,0.0,0.0,,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,en,0.0,636.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,102.0,9.0,https://twitter.com/hidrhere/statuses/1313807426852978688,0.0,0.0,,0.0,0.0,0.0,9.0,102.0,False,False,False,False,True,Collaboration,1.0,0.0,0.0,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,true
SirohiBhawna,Medical oncologist | Breast & GI cancers | Proud to have been with NHS for 2 decades | women health equality | Global oncology | views personal.,,"Chennai, India",,2020-10-07 03:24:31+00:00,bhawna sirohi,http://twitter.com/,111.0,,1.313681585925886e+18,,0.0,0.0,,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,en,0.0,2510.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,102.0,9.0,https://twitter.com/SirohiBhawna/statuses/1313681585925885952,0.0,0.0,,0.0,0.0,0.0,9.0,102.0,False,False,False,False,True,Collaboration,1.0,0.0,0.0,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,true
gvencut1,"Hematopathologist, lymphoma-niac, photographer (not necessarily in that order) at University of Chicago | Editor-in-Chief, ASH Image Bank | Sporadic Tweeter",,"Chicago, IL",,2020-10-07 12:41:35+00:00,Girish Venkataraman,http://twitter.com/,111.0,,1.313821776623829e+18,,0.0,0.0,,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,en,0.0,636.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,102.0,9.0,https://twitter.com/gvencut1/statuses/1313821776623828992,0.0,0.0,,0.0,0.0,0.0,9.0,102.0,False,False,False,False,True,Collaboration,1.0,0.0,0.0,RT @nvpatkar: Thrilled to know that we will be presenting @India_Alliance funded research on #AMLMRD using error corrected #NGS as oral pre…,true
AnnalisaRugger1,"Hematologist, HCT and cellular therapy physician scientist,  secretary of CTIWP-EBMT, Eurocord",,,,2020-08-28 04:48:08+00:00,Annalisa Ruggeri,http://twitter.com/,10.0,,1.299207111214338e+18,,0.0,0.0,,"RT @CIBMTR: At the TCT Meetings, we shine a spotlight on innovative research in the field. Abstract submission is now open for #TCTM21. Sub…",en,0.0,139.0,,,0.0,,,Positive,,,,,,,,,SOCIALMEDIA_TWITTER,SOCIALMEDIA,,,,,,6.0,4.0,https://twitter.com/AnnalisaRugger1/statuses/1299207111214338050,0.0,0.0,,0.0,0.0,0.0,4.0,6.0,False,False,False,False,True,Innovation,1.0,0.0,0.0,"RT @CIBMTR: At the TCT Meetings, we shine a spotlight on innovative research in the field. Abstract submission is now open for #TCTM21. Sub…",true
